Variable,Description
statecode,State FIPS Code
countycode,County FIPS Code
fipscode,5-digit FIPS Code
state,State Abbreviation
county,Name
year,Release Year
county_ranked,County Ranked (Yes=1/No=0)
v001_rawvalue,Premature Death raw value
v001_numerator,Premature Death numerator
v001_denominator,Premature Death denominator
v001_cilow,Premature Death CI low
v001_cihigh,Premature Death CI high
v001_flag,Premature Death flag (0 = No Flag/1=Unreliable/2=Suppressed)
v001_race_aian,Premature Death (AIAN)
v001_race_aian_cilow,Premature Death CI low (AIAN)
v001_race_aian_cihigh,Premature Death CI high (AIAN)
v001_race_aian_flag,Premature Death flag (AIAN) (. = No Flag/1=Unreliable/2=Suppressed)
v001_race_asian,Premature Death (Asian/Pacific Islander)
v001_race_asian_cilow,Premature Death CI low (Asian/Pacific Islander)
v001_race_asian_cihigh,Premature Death CI high (Asian/Pacific Islander)
v001_race_asian_flag,Premature Death flag (Asian/Pacific Islander) (. = No Flag/1=Unreliable/2=Suppressed)
v001_race_black,Premature Death (Black)
v001_race_black_cilow,Premature Death CI low (Black)
v001_race_black_cihigh,Premature Death CI high (Black)
v001_race_black_flag,Premature Death flag (Black) (. = No Flag/1=Unreliable/2=Suppressed)
v001_race_hispanic,Premature Death (Hispanic)
v001_race_hispanic_cilow,Premature Death CI low (Hispanic)
v001_race_hispanic_cihigh,Premature Death CI high (Hispanic)
v001_race_hispanic_flag,Premature Death flag (Hispanic) (. = No Flag/1=Unreliable/2=Suppressed)
v001_race_white,Premature Death (White)
v001_race_white_cilow,Premature Death CI low (White)
v001_race_white_cihigh,Premature Death CI high (White)
v001_race_white_flag,Premature Death flag (White) (. = No Flag/1=Unreliable/2=Suppressed)
v002_rawvalue,Poor or Fair Health raw value
v002_numerator,Poor or Fair Health numerator
v002_denominator,Poor or Fair Health denominator
v002_cilow,Poor or Fair Health CI low
v002_cihigh,Poor or Fair Health CI high
v036_rawvalue,Poor Physical Health Days raw value
v036_numerator,Poor Physical Health Days numerator
v036_denominator,Poor Physical Health Days denominator
v036_cilow,Poor Physical Health Days CI low
v036_cihigh,Poor Physical Health Days CI high
v042_rawvalue,Poor Mental Health Days raw value
v042_numerator,Poor Mental Health Days numerator
v042_denominator,Poor Mental Health Days denominator
v042_cilow,Poor Mental Health Days CI low
v042_cihigh,Poor Mental Health Days CI high
v037_rawvalue,Low Birthweight raw value
v037_numerator,Low Birthweight numerator
v037_denominator,Low Birthweight denominator
v037_cilow,Low Birthweight CI low
v037_cihigh,Low Birthweight CI high
v037_flag,LBW unreliable indicator (Unreliable = Numerator < 20 or relative standard error > 20%)
v037_race_aian,Low Birthweight (AIAN)
v037_race_aian_cilow,Low Birthweight CI low (AIAN)
v037_race_aian_cihigh,Low Birthweight CI high (AIAN)
v037_race_asian,Low Birthweight (Asian/Pacific Islander)
v037_race_asian_cilow,Low Birthweight CI low (Asian/Pacific Islander)
v037_race_asian_cihigh,Low Birthweight CI high (Asian/Pacific Islander)
v037_race_black,Low Birthweight (Black)
v037_race_black_cilow,Low Birthweight CI low (Black)
v037_race_black_cihigh,Low Birthweight CI high (Black)
v037_race_hispanic,Low Birthweight (Hispanic)
v037_race_hispanic_cilow,Low Birthweight CI low (Hispanic)
v037_race_hispanic_cihigh,Low Birthweight CI high (Hispanic)
v037_race_white,Low Birthweight (White)
v037_race_white_cilow,Low Birthweight CI low (White)
v037_race_white_cihigh,Low Birthweight CI high (White)
v009_rawvalue,Adult Smoking raw value
v009_numerator,Adult Smoking numerator
v009_denominator,Adult Smoking denominator
v009_cilow,Adult Smoking CI low
v009_cihigh,Adult Smoking CI high
v011_rawvalue,Adult Obesity raw value
v011_numerator,Adult Obesity numerator
v011_denominator,Adult Obesity denominator
v011_cilow,Adult Obesity CI low
v011_cihigh,Adult Obesity CI high
v133_rawvalue,Food Environment Index raw value
v133_numerator,Food Environment Index numerator
v133_denominator,Food Environment Index denominator
v133_cilow,Food Environment Index CI low
v133_cihigh,Food Environment Index CI high
v070_rawvalue,Physical Inactivity raw value
v070_numerator,Physical Inactivity numerator
v070_denominator,Physical Inactivity denominator
v070_cilow,Physical Inactivity CI low
v070_cihigh,Physical Inactivity CI high
v132_rawvalue,Access to Exercise Opportunities raw value
v132_numerator,Access to Exercise Opportunities numerator
v132_denominator,Access to Exercise Opportunities denominator
v132_cilow,Access to Exercise Opportunities CI low
v132_cihigh,Access to Exercise Opportunities CI high
v049_rawvalue,Excessive Drinking raw value
v049_numerator,Excessive Drinking numerator
v049_denominator,Excessive Drinking denominator
v049_cilow,Excessive Drinking CI low
v049_cihigh,Excessive Drinking CI high
v134_rawvalue,Alcohol-Impaired Driving Deaths raw value
v134_numerator,Alcohol-Impaired Driving Deaths numerator
v134_denominator,Alcohol-Impaired Driving Deaths denominator
v134_cilow,Alcohol-Impaired Driving Deaths CI low
v134_cihigh,Alcohol-Impaired Driving Deaths CI high
v045_rawvalue,Sexually Transmitted Infections raw value
v045_numerator,Sexually Transmitted Infections numerator
v045_denominator,Sexually Transmitted Infections denominator
v045_cilow,Sexually Transmitted Infections CI low
v045_cihigh,Sexually Transmitted Infections CI high
v014_rawvalue,Teen Births raw value
v014_numerator,Teen Births numerator
v014_denominator,Teen Births denominator
v014_cilow,Teen Births CI low
v014_cihigh,Teen Births CI high
v014_race_aian,Teen Births (AIAN)
v014_race_aian_cilow,Teen Births CI low (AIAN)
v014_race_aian_cihigh,Teen Births CI high (AIAN)
v014_race_asian,Teen Births (Asian/Pacific Islander)
v014_race_asian_cilow,Teen Births CI low (Asian/Pacific Islander)
v014_race_asian_cihigh,Teen Births CI high (Asian/Pacific Islander)
v014_race_black,Teen Births (Black)
v014_race_black_cilow,Teen Births CI low (Black)
v014_race_black_cihigh,Teen Births CI high (Black)
v014_race_hispanic,Teen Births (Hispanic)
v014_race_hispanic_cilow,Teen Births CI low (Hispanic)
v014_race_hispanic_cihigh,Teen Births CI high (Hispanic)
v014_race_white,Teen Births (White)
v014_race_white_cilow,Teen Births CI low (White)
v014_race_white_cihigh,Teen Births CI high (White)
v085_rawvalue,Uninsured raw value
v085_numerator,Uninsured numerator
v085_denominator,Uninsured denominator
v085_cilow,Uninsured CI low
v085_cihigh,Uninsured CI high
v004_rawvalue,Primary Care Physicians raw value
v004_numerator,Primary Care Physicians numerator
v004_denominator,Primary Care Physicians denominator
v004_cilow,Primary Care Physicians CI low
v004_cihigh,Primary Care Physicians CI high
