2022-07-09 09:26:11,123 | INFO | fipy.solvers | <module> | Solver suite is pysparse
2022-07-09 09:26:11,124 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 09:26:11,124 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 09:26:11,124 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 09:26:11,124 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 09:26:11,124 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 09:26:11,124 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 09:26:11,839 | INFO | fipy | <module> | {'petsc4py': 'not installed', 'pysparse': '1.3-dev', 'solver': u'pysparse', 'python': '2.7.15 | packaged by conda-forge | (default, Mar  5 2020, 14:58:04) | [GCC Clang 9.0.1 ]', 'mayavi': '', 'matplotlib': '2.2.5', 'scipy': '1.2.1', 'pyamgx': 'not installed', 'PyTrilinos': 'Trilinos version: 12.18.1\nPyTrilinos version: 12.13', 'numpy': '1.16.5', 'gmsh': u'4.6.0', 'fipy': u'3.4.3+67.g30145f256.dirty', 'mpi4py': '3.0.3'}
2022-07-09 09:26:28,044 | INFO | fipy.solvers | <module> | Solver suite is pysparse
2022-07-09 09:26:28,044 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 09:26:28,044 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 09:26:28,044 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 09:26:28,044 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 09:26:28,044 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 09:26:28,044 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 09:26:28,614 | INFO | fipy | <module> | {'petsc4py': 'not installed', 'pysparse': '1.3-dev', 'solver': u'pysparse', 'python': '2.7.15 | packaged by conda-forge | (default, Mar  5 2020, 14:58:04) | [GCC Clang 9.0.1 ]', 'mayavi': '', 'matplotlib': '2.2.5', 'scipy': '1.2.1', 'pyamgx': 'not installed', 'PyTrilinos': 'Trilinos version: 12.18.1\nPyTrilinos version: 12.13', 'numpy': '1.16.5', 'gmsh': u'4.6.0', 'fipy': u'3.4.3+67.g30145f256.dirty', 'mpi4py': '3.0.3'}
2022-07-09 09:26:28,649 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | <module> | {'state': 'START', 'sweeps': 10, 'numberOfElements': 9}
2022-07-09 09:26:28,670 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 4.0729199093101985e-16, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,675 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 1.1346525508181183e-15, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,680 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 3.245022357562694e-15, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,684 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 7.202584642525983e-15, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,689 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 2.561394748756927e-14, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,694 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 6.432978642368045e-14, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,698 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 7.58763002697528e-14, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,703 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 1.579523795226439e-13, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,708 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 2.921145614655993e-13, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,713 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {u'status_name': 'Pysparse_CONVERGED_RTOL', u'status_code': 0, 'solver': LinearLUSolver(tolerance=1e-10, iterations=1000), 'actual_code': 0, 'residual': 1.2350934338962171e-12, 'criterion': 'initial', 'iterations': 2, u'max_iterations': 1000}
2022-07-09 09:26:28,713 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | <module> | {'state': 'END', 'sweeps': 10, 'numberOfElements': 9}
