Variable,Description
SEQNUMT,UNIQUE TEEN IDENTIFIER
PDAT2,ADEQUATE PROVIDER DATA FLAG
RDDWT_D,FINAL DUAL-FRAME RDD-PHASE WEIGHT (EXCLUDES TERRITORIES)
RDDWT_D_TERR,FINAL RDD-PHASE WEIGHT INCLUDING TERRITORIES
PROVWT_D,FINAL DUAL-FRAME PROVIDER-PHASE WEIGHT (EXCLUDES TERRITORIES) PROVWT_D_TERR
PROVWT_D_TERR,FINAL PROVIDER-PHASE WEIGHT INCLUDING TERRITORIES
STRATUM,STRATUM VARIABLE FOR VARIANCE ESTIMATION
YEAR,SAMPLING YEAR
ASTHMA,HAS TEEN BEEN TOLD BY DOCTOR OR OTHER HEALTH PROFESSIONAL THAT HE/SHE HAS ASTHMA?
CKUP_11_12,DID TEEN HAVE AN 11-12 YEAR OLD WELL-CHILD EXAM OR CHECK-UP?
CKUP_AGE,AGE IN YEARS AT LAST CHECK-UP
CKUP_LAST,WAS TEEN'S LAST CHECK-UP MORE OR LESS THAN (AGE - 12) YEARS AGO?
CPOX_AGE,AGE IN YEARS WHEN HAD CHICKEN POX DISEASE
CPOX_AGER,AGE RANGE WHEN HAD CHICKEN POX DISEASE
CPOX_HAD,TEEN EVER HAD CHICKEN POX DISEASE?
HPVI_ANY,HH-REPORT: HAS TEEN EVER RECEIVED ANY HUMAN PAPILLOMAVIRUS SHOTS? (SHOTCARD OR RECALL)
HPVI_INTENTR,HOW LIKELY IS IT TEEN WILL RECEIVE HPV SHOTS IN NEXT 12 MONTHS?
HPVI_NUM_TOT,NUMBER OF HH-REPORTED HUMAN PAPILLOMAVIRUS SHOTS RECEIVED (TOTAL)
HPVI_REAS_1,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NOT RECOMMENDED
HPVI_REAS_10,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: COSTS
HPVI_REAS_11,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: SAFETY CONCERN/SIDE EFFECTS
HPVI_REAS_12,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: EFFECTIVENESS CONCERN
HPVI_REAS_13,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: CHILD FEARFUL
HPVI_REAS_14,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: CHILD SHOULD MAKE DECISION
HPVI_REAS_15,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: COLLEGE SHOT
HPVI_REAS_16,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: DON'T BELIEVE IN IMMUNIZATIONS
HPVI_REAS_17,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: FAMILY/PARENTAL DECISION  
HPVI_REAS_18,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: HANDICAPPED/SPECIAL NEEDS/ILLNESS
HPVI_REAS_19,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: RELIGION/ORTHODOX
HPVI_REAS_2,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NOT NEEDED OR NOT NECESSARY
HPVI_REAS_20,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: TIME
HPVI_REAS_21,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: MORE INFO/NEW VACCINE
HPVI_REAS_22,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: ALREADY UP-TO-DATE
HPVI_REAS_23,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NOT AVAILABLE
HPVI_REAS_24,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NOT A SCHOOL REQUIREMENT
HPVI_REAS_25,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: INCREASED SEXUAL ACTIVITY CONCERN
HPVI_REAS_26,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NO OB/GYN
HPVI_REAS_27,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: ALREADY SEXUALLY ACTIVE
HPVI_REAS_28,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NO DOCTOR OR DOCTOR'S VISIT NOT SCHEDULED
HPVI_REAS_29,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: CHILD IS MALE
HPVI_REAS_3,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: LACK OF KNOWLEDGE
HPVI_REAS_5,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NOT SEXUALLY ACTIVE
HPVI_REAS_6,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: NOT APPROPRIATE AGE
HPVI_REAS_9,MAIN REASON TEEN WILL NOT RECEIVE HUMAN PAPILLOMAVIRUS SHOTS IN THE NEXT 12 MONTHS: OTHER REASON
HPVI_RECOM,HAD OR HAS DOCTOR OR OTHER HEALTH CARE PROFESSIONAL EVER RECOMMENDED THAT TEEN RECEIVE HPV SHOTS?
IMM_ANY,HH-REPORT: HAS TEEN EVER RECEIVED ANY VACCINATIONS?
MEN_ANY,HH-REPORT: HAS TEEN EVER RECEIVED ANY MENINGITIS SHOTS? (SHOTCARD OR RECALL) MEN_NUM_TOT
MEN_NUM_TOT,NUMBER OF HH-REPORTED MENINGITIS SHOTS RECEIVED (TOTAL)
MEN_REAS_1,MAIN REASON TEEN DID NOT RECEIVE MENINGITIS SHOTS: NOT RECOMMENDED
MEN_REAS_10,MAIN REASON TEEN DID NOT RECEIVE MENINGITIS SHOTS: COSTS  
