Variable,Description
PUF_ID,Unique PUF Identification Number
SURVEYYR,Survey year
VERSION,Version number
ACW_D_ERVIST,ER visit in this or any of prev 2 rounds
ACW_D_OPVIST,OP visit in this or any of prev 2 rounds
ACW_OPDMCOND,Reason for OPD visit: medical condition
ACW_OPDTESTS,Reason for OPD visit: tests
ACW_OPDFOLUP,Reason for OPD visit: follow-up
ACW_OPDCHKUP,Reason for OPD visit: checkup
ACW_OPDRFRL,Reason for OPD visit: referral
ACW_OPDSURGY,Reason for OPD visit: surgery
ACW_OPDPSHOT,Reason for OPD visit: preventative shot
ACW_OPDTSHOT,Reason for OPD visit: treatment shot
ACW_OPDPMED,Reason for OPD visit: medication
ACW_OPDOTHER,Reason for OPD visit: other
ACW_OPDAPPT,OPD visit by appt or walk-in
ACW_OPDDRTEL,Did someone in OPD tell to come back
ACW_D_OPAPPT,Days waited for OPD appointment
ACW_D_MDVIST,MD visit in this or any of prev 2 rounds
ACW_MDMCOND,Reason Dr seen: med condition
ACW_MDTESTS,Reason Dr seen: tests
ACW_MDFOLUP,Reason Dr seen: follow-up
ACW_MDCHKUP,Reason Dr seen: checkup
ACW_MDRFRL,Reason Dr seen: referral
ACW_MDSURGY,Reason Dr seen: surgery
ACW_MDPSHOT,Reason Dr seen: preventative shot
ACW_MDTSHOT,Reason Dr seen: treatment shot
ACW_MDPMED,Reason Dr seen: medication
ACW_MDOTHER,Reason Dr seen: other
ACW_MDAPPT,Was visit to Dr appointment or walk-in
ACW_MDDRTEL,Dr's office tell come back
ACW_D_MDAPPT,Days waited for Dr's appointment
ACW_D_MDTIME,Minutes wait at Dr
ACW_DVNEED,Ever a time SP couldn t get dental care?
ACW_DVNDCOST,Cldn t get dental: cost
ACW_MADVDFRF,Difficulty get referrals thru Mcare Adv
ACW_MADVNOEM,Mcare Adv refused to pay emergency care
ACW_PLACEPAR,Ever go to particular place for med care
ACW_PLACEKND,Kind of place usually go for med care
ACW_PLACEMCP,Dr/clinic associated with MCP
ACW_USUALDOC,Have particular Dr usually see
ACW_PVSPEC,Doctor specialty: Usual source of care
ACW_GETUSHOW,How usually get to Dr office
ACW_D_GETUS,Time it usually takes to get Dr office
ACW_ACCOMPUS,Does someone accompany to Dr office
ACW_ACCWRITE,Someone accompanies to take notes
ACW_ACCEXPDR,Someone accompanies explain things to dr
ACW_ACCEXPSP,Someone accompanies explain instructions
ACW_ACCASKQS,Someone accompanies to ask questions
ACW_ACCTRANS,Someone accompanies to translate
ACW_ACCAPPTS,Someone accompanies to schedule appt
ACW_ACCMORAL,Someone accompanies for moral support
ACW_ACCDRIVE,Someone accompanies for transportation
ACW_ACCHELP,Someone accompanies to assist with ADLs
ACW_PROVYR,SP seen provider in last 12 months
ACW_DOCHLTH,How often provider asks about SP's life
ACW_DOCEASY,Provider explains things clearly
ACW_HLTHIDEA,Provider asks to improve health
ACW_STHLTHGL,Provider talked to SP about health goals
ACW_MTHLTHGL,Care helped reach goals
ACW_USCKEVRY,Dr checks everything when examining
ACW_USUNWRNG,Dr completely understands what's wrong
ACW_ORDRTEST,Provider ordered tests
ACW_TSTFLWUP,Provider followed up about tests
ACW_RQSTRSLT,How often SP requested test results
ACW_RSLTEASY,How often test results presented clearly
ACW_HLTHSRVC,SP needed home services
ACW_GIVEINST,Provider gave health care instructions
ACW_ANYRX,SP took prescription medcines
ACW_TALKRX,Provider told SP how to take meds
ACW_BADRCTN,Provider talked about bad reactions
ACW_CARESPCL,See specialist outside PCP office
ACW_DRINFRMD,How often PCP seem informed of spec care
ACW_REMINDDR,How often remind PCP about spec care
ACW_STPMSPCL,Specialist outside pcp prescribe Rx
ACW_TALKPMS,How often PCP talk abt spec prescr'd Rx
ACW_KNOWSPCL,Specialist knows enough of med history
ACW_DRREPEAT,How often SP repeats info to specialist
ACW_KNOWRSLT,How often specialists know SP test rslts
ACW_HOSADMIT,SP admitted to hospital overnight
ACW_PRVNOMED,One provider knew all SP's medicines
ACW_NOTAVAIL,Med records not available for Dr appt
ACW_EMEDREC,Does PCP enter health info in computer
ACW_NUSNOTSK,No USC: Seldom/never sick
ACW_NUSMOVIN,No USC: Recent move to area
ACW_NUSAVAIL,No USC: USC no longer available
ACW_NUSDIFFP,No USC: Like different place
ACW_NUSTOOFR,No USC: Places are too far away
ACW_NUSTOOEX,No USC: Cost too expensive
KNW_KNOWMC,How easy is Mcare to understand
KNW_KCARKNOW,How much they know about Mcare
KNW_COMPDESK,Own/use a desktop/laptop computer
KNW_COMPPHON,Own/use a smartphone
KNW_COMPTAB,Own/use a tablet/portable computer
KNW_INTERNET,Has access to Internet
KNW_USENET,Ever use Internet to get info
KNW_SOMELNET,Has someone to get info from Internet
KNW_OFTNNET,How often access Internet seeking info
KNW_KVSTSITE,Has visited website for Medicare info
KNW_KCOMINTE,"Past yr, used Internet for health info"
KNW_KCOMPRES,"Past yr, used Internet to fill Rx"
KNW_KCOMAPPO,"Past yr, used Internet to schedule appt"
KNW_KCOMCOMM,"Past yr, used Internet communicate w HCP"
KNW_KCHIHELP,Who makes health insurance decisions
TMW_TELMED,Usual provider offers telehealth
TMW_TELMEDT1,Provider offers telephone or video appts
TMW_TELMEDDU,Provider offered tele appt (past yr)
