Variable,Description
FIPS,County FIPS code - Geography
COUNTY,County name - Geography
E_HH,Households - Estimate
M_HH,Households - Estimate Margin of Error
E_HU,Housing units - Estimate
M_HU,Housing units - Estimate Margin of Error
ST_ABBR,State abbreviation - Geography
ST,State FIPS code - Geography
STATE,State name - Geography
E_TOTPOP,Total Population - Estimate
M_TOTPOP,Total Population - Estimate Margin of Error
RPL_THEMES,Overall percentile ranking - Percentile of Sum
SPL_THEMES,Sum of series themes - Sum
E_UNEMP,Civilian age 16+ unemployed - Estimate
M_UNEMP,Civilian age 16+ unemployed - Estimate Margin of Error
EP_UNEMP,Civilian age 16+ unemployed - Percentage Estimate
EPL_UNEMP,Civilian age 16+ unemployed - Percentile of Percentage Estimate
MP_UNEMP,Civilian age 16+ unemployed - Percentage Margin of Error
EPL_HBURD,"Housing costburdened occupied housing units with annual income less than $75,000 (30%+ of income spent on housing costs) - Percentile of Percentage Estimate"
E_HBURD,"Housing cost-burdened occupied housing units with annual income less than $75,000 (30%+ of income spent on housing costs) - Estimate"
M_HBURD,"Housing cost-burdened occupied housing units with annual income less than $75,000 (30%+ of income spent on housing costs) - Estimate Margin of Error"
EP_HBURD,"Housing cost-burdened occupied housing units with annual income less than $75,000 (30%+ of income spent on housing costs) - Percentage Estimate"
MP_HBURD,"Housing cost-burdened occupied housing units with annual income less than $75,000 (30%+ of income spent on housing costs) - Percentage Margin of Error"
RPL_THEME1,Percentile ranking; Theme 1 - Percentile of Sum
E_NOHSDP,Persons age 25+ with no high school diploma - Estimate
M_NOHSDP,Persons age 25+ with no high school diploma - Estimate Margin of Error
EP_NOHSDP,Persons age 25+ with no high school diploma - Percentage Estimate
EPL_NOHSDP,Persons age 25+ with no high school diploma - Percentile of Percentage Estimate
MP_NOHSDP,Persons age 25+ with no high school diploma - Percentage Margin of Error
E_POV150,Persons below 150% of federal poverty line - Estimate
M_POV150,Persons below 150% of federal poverty line - Estimate Margin of Error
EP_POV150,Persons below 150% of federal poverty line - Percentage Estimate
EPL_POV150,Persons below 150% of federal poverty line - Percentile of Percentage Estimate
MP_POV150,Persons below 150% of federal poverty line - Percentage Margin of Error
E_UNINSUR,Persons without health insurance - Estimate
M_UNINSUR,Persons without health insurance - Estimate Margin of Error
EP_UNINSUR,Persons without health insurance - Percentage Estimate
EPL_UNINSUR,Persons without health insurance - Percentile of Rate
MP_UNINSUR,Persons without health insurance - Percentage Margin of Error
SPL_THEME1,Sum of series; Theme 1 - Sum
E_CHIN,"Chinese (Mandarin, Cantonese) speakers who speak English less than ""very well"" - Estimate"
M_CHIN,"Chinese (Mandarin, Cantonese) speakers who speak English less than ""very well"" - Estimate Margin of Error"
EP_CHIN,"Chinese (Mandarin, Cantonese) speakers who speak English less than ""very well"" - Percentage Estimate"
EPL_CHIN,"Chinese (Mandarin, Cantonese) speakers who speak English less than ""very well"" - Percentile of Percentage Estimate"
MP_CHIN,"Chinese (Mandarin, Cantonese) speakers who speak English less than ""very well"" - Percentage Margin of Error"
E_DISABL,Civilian noninstitutionalized population with a disability - Estimate
M_DISABL,Civilian noninstitutionalized population with a disability - Estimate Margin of Error
EP_DISABL,Civilian noninstitutionalized population with a disability - Percentage Estimate
EPL_DISABL,Civilian noninstitutionalized population with a disability - Percentile of Percentage Estimate
MP_DISABL,Civilian noninstitutionalized population with a disability - Percentage Margin of Error
E_KOR,"Korean speakers who speak English less than ""very well"" - Estimate"
M_KOR,"Korean speakers who speak English less than ""very well"" - Estimate Margin of Error"
EP_KOR,"Korean speakers who speak English less than ""very well"" - Percentage Estimate"
EPL_KOR,"Korean speakers who speak English less than ""very well"" - Percentile of Percentage Estimate"
MP_KOR,"Korean speakers who speak English less than ""very well"" - Percentage Margin of Error"
E_OTHERLANG,"Other language speakers who speak English less than ""very well"" - Estimate"
M_OTHERLANG,"Other language speakers who speak English less than ""very well"" - Estimate Margin of Error"
EP_OTHERLANG,"Other language speakers who speak English less than ""very well"" - Percentage Estimate"
EPL_OTHERLANG,"Other language speakers who speak English less than ""very well"" - Percentile of Percentage Estimate"
MP_OTHERLANG,"Other language speakers who speak English less than ""very well"" - Percentage Margin of Error"
