Variable,Description
MPRID,Master ID Generated case (record) identifier.
INSU,Facility is included in the substance use I-TF
INMH,Facility is included in the mental health I-TF
LOCATIONSTATE,Facility state
LOCATIONSTATE,Facility state
FOCUS,Primary treatment focus (Q.1)
SUTRTMNTALSO,Offered substance use treatment also (Q.1a)
JAIL,"Jail, prison, or other (Q.2)"
OTHNONTX,Offered intake/assessment/referral (Q.A1)
DETOX,Offered detoxification (Q.A1)
TREATMT_SU,Offered substance use treatment (Q.A1)
SMISEDSUD_SU,"Offered co-occurring serious mental illness (SMI)/serious emotional disturbance (SED)
and substance use disorder (SUD) (Q.A1)"
ADMIN,Any other substance use services offered (Q.A1)
MHTXSA,Offers mental health treatment to substance use clients (Q.A1a)
MHTXNONSA,Offers mental health treatment to non-substance use clients (Q.A1a)
NOMHTX,Offers no mental health treatment (Q.A1a)
DETXALC,Detoxify from alcohol (Q.A2)
DETXBEN,Detoxify from benzodiazepines (Q.A2)
DETXCOC,Detoxify from cocaine (Q.A2)
DETXMET,Detoxify from methamphetamines (Q.A2)
DETXOP,Detoxify from opioids (Q.A2)
DETXOTH,Detoxify from other substances (Q.A2)
DETXMED,Routinely uses detoxification with medications (Q.A2a)
LOC15_SU,Solo practice (Q.A3)
CTYPE4,Hospital inpatient substance use care offered currently (Q.A4)
CTYPEHI1,Hospital inpatient detoxification care offered (Q.A4a)
CTYPEHI2,Hospital inpatient treatment care offered (Q.A4a)
CTYPE7,Non-hospital residential substance use care offered currently (Q.A5)
CTYPERC1,Non-hospital residential detoxification care offered (Q.A5a)
CTYPERC3,Non-hospital residential short-term treatment offered (Q.A5a)
CTYPERC4,Non-hospital residential long-term treatment offered (Q.A5a)
CTYPE1,Any outpatient substance use care offered currently (Q.A6)
CTYPE6,Outpatient detoxification offered (Q.A6a)
CTYPEML,Outpatient methadone maintenance offered (Q.A6a)
CTYPEOP,Day treatment/partial hospitalization offered (Q.A6a)
CTYPE2,Intensive outpatient treatment offered (Q.A6a)
CTYPE3,Regular outpatient treatment offered (Q.A6a)
SRVC89,Assessment screening substance use (Q.A7)
SRVC90,Assessment screening mental disorders (Q.A7)
SRVC1,Assessment comprehensive substance use (Q.A7)
SRVC2,Assessment mental health (Q.A7)
SRVCCOMPEXAM,Complete medical history and physical examination done (Q.A7)
SRVC107,Assessment screening tobacco use (Q.A7)
SRVC91,Assessment outreach (Q.A7)
SRVC93,Assessment interim services (Q.A7)
SRVCEDCON,Assessment professional consultant (Q.A7)
NOPRETXSRVC,None of the above assessment or pretreatment services (Q.A7)
