Variable,Description
ACCELI42,PERS ELIGIBLE FOR ACCESS SUPPLEMENT-R4/2
ACTDTY31,MILITARY FULL-TIME ACTIVE DUTY - R3/1
ACTDTY42,MILITARY FULL-TIME ACTIVE DUTY - R4/2
ACTDTY53,MILITARY FULL-TIME ACTIVE DUTY - R5/3
ACTLIM31,ANY LIMITATION WORK/HOUSEWRK/SCHL-RD 3/1
ADACLS42,SAQ 4WKS:ACCMP LESS B/C PHY PRBS VR-12
ADAGE42,SAQ: SURVEY AGE
ADBLDS42,SAQ 12 MTHS: AT HOME BLOOD STOOL TEST
ADBMI42,SAQ: ADULT BODY MASS INDEX (>17)-RD 4/2
ADBNDN42,SAQ: BONE DENSITY SCAN
ADBPCK42,SAQ 24 MTHS: DR CHECK BLOOD PRESSURE
ADBRST42,SAQ: HAVE BRST CANCER\BRST REMOVED
ADBRTC42,SAQ 12 MTHS: BIRTH CONTROL COUNSELING
ADCHLC42,SAQ 5 YRS: DR CHECK CHOLESTEROL
ADCLIM42,SAQ: HLTH LIMITS CLIMBING STAIRS VR-12
ADCLNS42,SAQ 10 YRS: HAD COLONOSCOPY
ADCMPM42,SAQ: DATE COMPLETED - MONTH
ADCMPY42,SAQ: DATE COMPLETED - YEAR
ADCOLN42,SAQ: HAD COLON CANCER/COLON REMOVED
ADDAYA42,SAQ: HLTH LIMITS MOD ACTIVITIES VR-12
ADDPRS42,SAQ 2 WKS: FELT DOWN/DEPRESSED/HOPELESS
ADDSCU42,SAQ: DISCUSS ASPIRIN PREVENTIVE USE
ADEFRT42,SAQ 30 DAYS: HOW OFTN EVERYTHNG AN EFFORT
ADEMLS42,SAQ 4WKS: ACCMP LESS B/C MNT PRBS VR-12
ADENGY42,SAQ 4WKS: HAD A LOT OF ENERGY VR-12
ADFLST42,SAQ 12 MTHS: FLU VACCINATION
ADGENH42,SAQ: HEALTH IN GENERAL VR-12
ADHDADDX,ADHD/ADD DIAGNOSIS (5-17)
ADHDAGED,AGE OF DIAGNOSIS-ADHD/ADD
ADHOPE42,SAQ 30 DAYS: HOW OFTEN FELT HOPELESS
ADINTR42,SAQ 2 WKS: LITTLE INTEREST IN THINGS
ADKALC42,SAQ 12 MTHS: ASKED ALCOHOL CONSUMPTION
ADLANG42,SAQ: LANGUAGE OF SAQ INTERVIEW
ADLHLP31,ADL SCREENER - RD 3/1
ADMDVT42,SAQ: LAST TIME DR VISIT
ADMMGR42,SAQ 2 YRS: HAD MAMMOGRAM
ADMOOD42,SAQ 12 MTHS: DR ASK ANXIOUS/DEPRSSED
ADMWCF42,SAQ 4WKS:WORK LIMT B/C MNT PROBS VR-12
ADNERV42,SAQ 30 DAYS: HOW OFTEN FELT NERVOUS
ADNOAP42,SAQ: CAN'T TAKE ASPRIN FOR MED REASON
ADOFTB42,SAQ 12 MTHS: HOW OFTEN USE TOBACCO
ADOSTP42,SAQ: DX WITH OSTEOPOROSIS
ADPAIN42,SAQ 4WKS: PAIN LIMITS NORMAL WORK VR-12
ADPAP42,SAQ 5 YRS: HAD PAP SMEAR TEST
ADPAPG42,SAQ: AGE AT LAST PAP SMEAR TEST
ADPCFL42,SAQ 4WKS: FELT CALM/PEACEFUL VR-12
ADPNEU42,SAQ: EVER HAD PNEUMONIA SHOT
ADPROS42,SAQ: HAD PROSTATE CANCER
ADPROX42,SAQ: RELATIONSHIP OF PROXY TO ADULT
ADPRST42,SAQ 4WKS: FELT DOWNHEARTED/DEPR VR-12
ADPSAG42,SAQ: AGE LAST PSA TEST
