type,object id,property id,condition,function,replace,default,min,max,remappable,iterable
color id,obj_id.trigger.color,prop_id.trigger.color.channel,,,,,1,999,FALSE,FALSE
color id,obj_id.trigger.color,prop_id.trigger.color.copy_id,,,,,1,999,FALSE,FALSE
color id,obj_id.trigger.shader.gray_scale,prop_id.trigger.shader.gray_scale_tint_channel,,,,,1,999,TRUE,FALSE
color id,obj_id.trigger.shader.lens_circle,prop_id.trigger.shader.lens_circle_tint_channel,,,,,1,999,TRUE,FALSE
color id,obj_id.trigger.shader.radial_blur,prop_id.trigger.shader.radial_blur_ref_channel,,,,,1,999,TRUE,FALSE
color id,obj_id.trigger.shader.motion_blur,prop_id.trigger.shader.motion_blur_ref_channel,,,,,1,999,TRUE,FALSE
color id,,prop_id.color_1,,,,"lambda x: COLOR_1_DEFAULT.get(x,0)",1,999,FALSE,FALSE
color id,,prop_id.color_2,,,,"lambda x: COLOR_2_DEFAULT.get(x,0)",1,999,FALSE,FALSE
color id,obj_id.trigger.pulse,prop_id.trigger.pulse.copy_id,,,,,1,999,FALSE,FALSE
color id,obj_id.trigger.pulse,prop_id.trigger.pulse.target_id,"lambda x: x.get(prop_id.trigger.pulse.target_type,0) == 0",,,,1,999,TRUE,FALSE
color id,obj_id.trigger.area.tint,prop_id.trigger.effect.tint_channel,,,,,1,999,FALSE,FALSE
color id,obj_id.trigger.enter.tint,prop_id.trigger.effect.tint_channel,,,,,1,999,FALSE,FALSE
color id,obj_id.level_start,prop_id.level.colors,,lambda x: x.unique_values(lambda i: i.channels),"lambda x, kvm: x.apply(lambda i: i.remap(kvm))",,1,999,FALSE,TRUE
group id,obj_id.trigger.move,prop_id.trigger.move.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.move,prop_id.trigger.move.target_pos,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.move,prop_id.trigger.move.target_center_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.alpha,prop_id.trigger.alpha.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.toggle,prop_id.trigger.toggle.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.toggle_block,prop_id.trigger.toggle_block.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.orb.toggle,prop_id.trigger.toggle_block.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.on_death,prop_id.trigger.on_death.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.spawn,prop_id.trigger.spawn.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.teleport,prop_id.trigger.teleport.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.song,prop_id.trigger.song.group_id_1,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.song,prop_id.trigger.song.group_id_2,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.song_edit,prop_id.trigger.song.group_id_1,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.song_edit,prop_id.trigger.song.group_id_2,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.sfx,prop_id.trigger.sfx.group_id_1,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.sfx,prop_id.trigger.sfx.group_id_2,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.sfx,prop_id.trigger.sfx.group,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.sfx_edit,prop_id.trigger.sfx.group_id_1,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.sfx_edit,prop_id.trigger.sfx.group_id_2,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.sfx_edit,prop_id.trigger.sfx.group,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.rotate_target,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.aim_target,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.min_x_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.min_y_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.max_x_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.rotate,prop_id.trigger.rotate.max_y_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.follow,prop_id.trigger.follow.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.follow,prop_id.trigger.follow.follow_target,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.animate,prop_id.trigger.animate.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.touch,prop_id.trigger.touch.group_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.count,prop_id.trigger.count.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.instant_count,prop_id.trigger.instant_count.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.follow_player_y,prop_id.trigger.follow_player_y.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.collision,prop_id.trigger.collision.target_id,,,,,1,9999,TRUE,FALSE
group id,obj_id.trigger.random,prop_id.trigger.random.true_id,,,,,1,9999,TRUE,FALSE
