source,target,distance,weight
1231,1502,0.052779984930612055,77
323,1576,0.0478080615783265,81
1608,1995,0.017388604394932373,97
258,594,0.03230605248298451,91
478,565,0.012336345482423903,99
878,1124,0.047864091847819173,80
1232,1966,0.06777544647061176,65
195,428,0.02853124577514527,93
1190,1252,0.08284993775950864,52
325,812,0.007574604022035688,99
506,962,0.038432306650144916,87
705,1772,0.10459143101157933,35
1352,1970,0.09956238314237963,39
890,1269,0.09567480231618401,42
0,1471,0.04435391680060394,83
823,878,0.03819778872712117,87
165,1003,0.031256378178443976,91
447,758,0.053156943208460726,76
633,1403,0.034197100777951746,90
805,1474,0.042460882029326234,84
1202,1606,0.04210755223275059,85
1337,1946,0.05306488479947158,77
940,1607,0.061795431452824325,70
358,649,0.05436396305864941,76
656,705,0.026324795039988476,94
518,573,0.04366865067369259,83
276,1207,0.06713855019987765,65
30,1734,0.07379032412932762,60
799,1169,0.026218435624656318,94
48,1949,0.04064805214804074,85
117,126,0.05828103394606008,72
440,1096,0.087211883503754,49
0,273,0.06656891456442134,66
1394,1521,0.03752166258035582,88
1556,1909,0.05436067623418127,76
668,1201,0.02158071629109647,96
45,1944,0.06828136813954344,64
454,964,0.062489780518721345,69
766,1256,0.05675860369304765,74
514,1048,0.0327545433061929,90
958,1788,0.020563013224111252,96
1252,1330,0.04893381450798766,80
109,494,0.06425184098701973,68
349,1030,0.04251520160320126,84
590,1311,0.04230644737747586,84
644,1971,0.052891293053649896,77
263,1088,0.0441107848475188,83
211,567,0.003949246835559944,100
626,1300,0.05258696675333879,77
1749,1890,0.042291104027098014,84
691,883,0.06038474504919098,71
1589,1590,0.003709598829533709,100
2,1388,0.028819249502264267,92
486,811,0.0374891374202005,88
232,870,0.08285948469231143,52
395,1627,0.06634748928974948,66
1155,1501,0.04526891540638153,82
180,619,0.04454085512788548,83
608,1521,0.0392028407805858,86
370,1681,0.011431102132716019,99
226,700,0.028570202009842394,93
650,688,0.022348441088117867,95
279,844,0.08501873644558816,50
941,1077,0.015134390807060168,98
696,1976,0.1010190649161477,38
198,1563,0.046962485034832135,81
705,1646,0.09950000940292163,39
773,841,0.051171807422651414,78
352,489,0.051048889262809316,78
1636,1835,0.08951497721499826,47
68,168,0.020967531188630456,96
956,1833,0.04785774710278611,80
694,1192,0.001799103680596413,100
1144,1592,0.07310940642588609,60
1039,1769,0.04714370683512449,81
537,1106,0.04907803219825162,80
83,1594,0.0193387534679128,97
553,1048,0.029123612043398743,92
56,616,0.032409961131335395,91
630,1703,0.056816725261825816,74
655,1162,0.0520269099599686,77
534,1910,0.04864538340614302,80
32,212,0.06162228993800219,70
1403,1658,0.06392756020914289,68
34,722,0.035181251246295384,89
571,1493,0.04614093360441258,82
1419,1699,0.03889245875929764,87
376,1798,0.01992541929409251,96
576,1270,0.038791739793455716,87
512,1666,0.05974703095782129,71
749,1167,0.061776802185733705,70
267,1514,0.038382912871842936,87
237,837,0.024517794258182943,94
268,1633,0.012257555663538052,99
7,200,0.04943316401039189,79
107,936,0.01576567438833284,98
1043,1908,0.039568706481205466,86
24,1624,0.04247148319225198,84
329,586,0.08870738902948569,47
273,1234,0.04781662726459386,81
160,1639,0.02083505492582914,96
917,989,0.06873357249121503,64
654,951,0.07652675150110433,57
454,1274,0.048942836375146015,80
80,1813,0.06683083813845168,65
