Variable,Description
RECTYPE,Record type
SRVY_YR,Year of the National Health Interview Survey
HHX,Randomly assigned household number unique to a household
WTFA_C,Weight - Final Annual
URBRRL,2013 NCHS Urban-Rural Classification Scheme for Counties
REGION,Household region
PSTRAT,Pseudo-stratum for public-use file variance estimation
PPSU,Pseudo-PSU for public-use file variance estimation
HHRESPSC_FLG,Sample Child respondent is the household respondent
INTV_QRT,Interview quarter
INTV_MON,Interview month
HHSTAT_C,Indicates the person is the Sample Child
CSTATNEW,Recoded CSTAT
RELTIVP_C,Respondent's relationship to Sample Child
SEX_C,Sex of Sample Child
AGEP_C,Age of SC
HISP_C,Recode: Hispanic ethnicity of SC
HISPALLP_C,Single and multiple race groups with Hispanic origin
RACEALLP_C,Single and multiple race groups
HISDETP_C,Hispanic origin detail
AFNOW,Full-time active duty screener
PCNTLT18TC,Top-coded count of persons under 18 in the household
PCNT18UPTC,Top-coded count of persons 18 or older in the household
PCNTADLT_C,"Number of adults in Sample Child family, top-coded 3+"
PCNTKIDS_C,"Number of children in Sample Child family, top-coded 3+"
OVER65FLG_C,Indicator for at least 1 person aged 65+ in SC family
MLTFAMFLG_C,Indicator for multifamily household
MAXEDUCP_C,Highest level of education of the adults in the SC's family
PHSTAT_C,General health status
LSATIS11_C,Life satisfaction-number
ASEV_C,Ever had asthma
ASTILL_C,Still have asthma
ASAT12M_C,Asthma episode past 12m
ASER12M_C,"Asthma ER visit, past 12m"
PREDIB_C,Ever had prediabetes
DIBEV_C,Ever had diabetes
ADHDEV_C,Ever had ADD/ADHD
ADHDNW_C,Currently has ADD/ADHD
IDEV1_C,Ever had intellectual disability
IDNW1_C,Currently has intellectual disability
ASDEV_C,Ever had autism
ASDNW_C,Currently has autism
DDEV_C,Ever had developmental delay
DDNW_C,Currently has developmental delay
LDEV_C,Ever had learning disability
LDNW_C,Currently has learning disability
HEIGHTTC_C,"Total height in inches, public use"
WEIGHTLBTC_C,"Weight without shoes (pounds), public use"
BMICAT_C,"Body Mass Index (BMI), public use"
WEARGLSS_C,Wear glasses/contact lenses
VISIONDF_C,Difficulty seeing
HEARAID_C,Use hearing aid
HEARINGDF_C,Difficulty hearing sounds
EQUIP_C,Use of equipment for mobility
NOEQWLKDF_C,Difficulty walking without using equipment
EQWLKDF_C,Difficulty walking when using equipment
WLKDF_C,"Difficulty walking, for those who do not use equipment"
NOEQWLK100_C,Difficulty walking 100 yards without using equipment
NOEQWLK13M_C,Difficulty walking 1/3 mile without using equipment
EQWLK100_C,Difficulty walking 100 yards when using equipment
EQWLK13M_C,Difficulty walking 1/3 mile when using equipment
WLK100_C,"Difficulty walking 100 yards, for those who do not use equipment"
WLK13M_C,"Difficulty walking 1/3 mile, for those who do not use equipment"
PICKUPDF_C,Motor skills difficulty
SELFCAREDF_C,Motor skills difficulty
UNDRSTYOU_C,Child's difficulty understanding respondent
UNDRSTCHD_C,Respondent's difficulty understanding child
UNDRSTIHH_C,Difficulty being understood by people inside household
UNDRSTOHH_C,Difficulty being understood by people outside household
LEARNDF_C,Difficulty learning things
REMEMBERDF_C,Difficulty remembering things
ANXFREQ_C,"How often seems anxious, nervous, or worried"
DEPFREQ_C,How often seems sad or depressed
BEHDFPLYG_C,Difficulty playing
BEHKBHYG_C,"Kick, bite or hit"
BEHDFCNTR_C,Difficulty controlling behavior
BEHDFFCS_C,Difficulty concentrating
BEHDFCHG_C,Difficulty with changes in routine
BEHDFMKFR_C,Difficulty making friends
DISAB2_C,"The Washington Group Short Set Composite Disability Indicator, children 2-4"
DISAB5_C,"The Washington Group Short Set Composite Disability Indicator, children 5-17"
BSCNWPPL_C,Hard time with new people
BSCNWPLCS_C,Hard time in new places
BSCCHG_C,Hard time with change
BSCHLOPPL_C,Held by other people
BSCCRYALT_C,Cries a lot
BSCCLMDWN_C,Hard time calming down
BSCFUSSY_C,Fussy or irritable
BSCSTHE_C,Hard to comfort
BSCSCHD_C,Hard to keep on schedule
BSCPTSLP_C,Hard to put to sleep
BSCSTYSLP_C,Trouble staying asleep
BSCPRLKSL_C,Hard to get sleep due to SC
SCHDYMSSTC_C,"Days of school missed due to illness/injury past 12 months, top-coded"
SCHSPEDEV_C,Ever received special education
SCHSPED_C,Currently receives special education
SCHSPEDEM_C,Currently receives services for mental health
NOTCOV_C,Coverage status as used in Health United States
COVER_C,Health insurance hierarchy
SINCOVDE_C,Single service plan - dental
SINCOVVS_C,Single service plan - vision
SINCOVRX_C,Single service plan - prescription
MEDICAID_C,Medicaid recode
MAXCHNG_C,Medicaid through Marketplace
MAPREM_C,Medicaid premium
MADEDUC_C,Medicaid deductible
MAHDHP_C,Medicaid HDHP
MAFLG_C,Medicaid reassignment flag
PRIVATE_C,Private health insurance recode
EXCHANGE_C,"Plan through Health Insurance Exchange, NCHS algorithm"
POLHLD1_C,Policyholder for private plan 1
PRPLCOV1_C,Plan coverage for others - plan 1
PRPLCOV1_A_C,Response to PRPLCOV1_A or PRPLCOV2_A from adult - plan 1
PLNWRKR1_C,How plan was originally obtained - plan 1
PLNEXCHG1_C,Health plan obtained through Marketplace - plan 1
PLN1PAY1_C,Paid for by self or family - plan 1
PLN1PAY2_C,Paid for by employer or union - plan 1
PLN1PAY3_C,Paid for by someone outside the household - plan 1
PLN1PAY5_C,Paid for by Medicaid - plan 1
PLN1PAY6R_C,Paid for by other government program - plan 1
HICOSTR1_C,Out-of-pocket premium cost - plan 1
PRDEDUC1_C,Deductible - plan 1
PRHDHP1_C,High deductible health plan - plan 1
HSAHRA1_C,Health Savings Accounts / Health Reimbursement Accounts - plan 1
PRRXCOV1_C,Plan pays for prescription drug - plan 1
PRDNCOV1_C,Plan pays for dental care - plan 1
PRVSCOV1_C,Plan pays for vision care - plan 1
EXCHPR1_C,"Exchange company coding, NCHS - plan 1"
PRFLG_C,Private reassignment flag
PXCHNG1_C,"Marketplace or state exchange, reassigned from public to private"
PRPREM1_C,Premium on plan reassigned from public to private
PLEXCHPR1_C,"Exchange company coding, NCHS, reassigned from public to private"
POLHLD2_C,Policyholder for private plan 2
