Variable,Description
ACCELI42,PERS ELIGIBLE FOR ACCESS SUPPLEMENT-R4/2
ACTDTY31,MILITARY FULL-TIME ACTIVE DUTY - R3/1
ACTDTY42,MILITARY FULL-TIME ACTIVE DUTY - R4/2
ACTDTY53,MILITARY FULL-TIME ACTIVE DUTY - R5/3
ACTLIM31,ANY LIMITATION WORK/HOUSEWRK/SCHL-RD 3/1
ADACLS42,SAQ 4WKS:ACCMP LESS B/C PHY PRBS VR-12
ADAPPT42,SAQ 12 MOS: # VISITS TO MED OFF FOR CARE
ADCLIM42,SAQ: HLTH LIMITS CLIMBING STAIRS VR-12
ADCMPM42,SAQ: DATE COMPLETED - MONTH
ADCMPY42,SAQ: DATE COMPLETED - YEAR
ADDAYA42,SAQ: HLTH LIMITS MOD ACTIVITIES VR-12
ADDPRS42,SAQ 2 WKS: FELT DOWN/DEPRESSED/HOPELESS
ADEFRT42,SAQ 30 DAYS: HOW OFTN EVRYTHNG AN EFFORT
ADEMLS42,SAQ 4WKS:ACCMP LESS B/C MNT PRBS VR-12
ADENGY42,SAQ 4WKS: HAD A LOT OF ENERGY VR-12
ADEXPL42,SAQ 12 MOS: DOC EXPLAINED SO UNDERSTOOD
ADEZUN42,SAQ 12 MOS: DR GIVEN INSTR. EZ UNDRSTD
ADFFRM42,SAQ 12 MOS: HAD TO FILL OUT/SIGN FORMS
ADFHLP42,SAQ 12 MOS: OFFRD HELP FILLING OUT FORMS
ADGENH42,SAQ: HEALTH IN GENERAL VR-12
ADHDADDX,ADHDADD DIAGNOSIS (5-17)
ADHDAGED,AGE OF DIAGNOSIS-ADHD/ADD
ADHECR42,SAQ 12 MOS: RATING OF HEALTH CARE
ADHOPE42,SAQ 30 DAYS: HOW OFTEN FELT HOPELESS
ADILCR42,SAQ 12MOS: ILL/INJURY NEEDING IMMED CARE
ADILWW42,SAQ 12 MOS: GOT CARE WHEN NEEDED ILL/INJ
ADINSA42,SAQ: DO NOT NEED HEALTH INSURANCE
ADINSB42,SAQ: HEALTH INSURANCE NOT WORTH COST
ADINST42,SAQ 12 MOS: DR GAVE SPCIFC INSTRCTNS
ADINTR42,SAQ 2 WKS: LITTLE INTEREST IN THINGS
ADLANG42,SAQ: LANGUAGE OF SAQ INTERVIEW
ADLHLP31,ADL SCREENER - RD 3/1
ADLIST42,SAQ 12 MOS: DOCTOR LISTENED TO YOU
ADMWCF42,SAQ 4WKS:WORK LIMT B/C MNT PROBS VR-12
ADNERV42,SAQ 30 DAYS: HOW OFTEN FELT NERVOUS
ADNSMK42,SAQ 12MOS: DR ADVISED TO QUIT SMOKING
ADOVER42,SAQ: CAN OVERCOME ILLS WITHOUT MED HELP
ADPAIN42,SAQ 4WKS:PAIN LIMITS NORMAL WORK VR-12
ADPCFL42,SAQ 4WKS: FELT CALM/PEACEFUL VR-12
ADPROX42,SAQ: RELATIONSHIP OF PROXY TO ADULT
ADPRST42,SAQ 4WKS: FELT DOWNHEARTED/DEPR VR-12
ADPRTM42,SAQ 12 MOS: DR SPENT ENUF TIME WITH YOU
ADRESP42,SAQ 12 MOS: DR SHOWED RESPECT
ADREST42,SAQ 30 DAYS: HOW OFTEN FELT RESTLESS
ADRISK42,SAQ: MORE LIKELY TO TAKE RISKS
ADRTCR42,SAQ 12 MOS: MADE APPT ROUTINE MED CARE
ADRTWW42,SAQ 12 MOS: GOT MED APPT WHEN WANTED
ADSAD42,SAQ 30 DAYS: HOW OFTEN FELT SAD
ADSMOK42,SAQ: CURRENTLY SMOKE
