Variable,Description
GRASP_ID,Unique ID for database administration - Unique ID
ST,State FIPS code - Geography
STATE,State name - Geography
ST_ABBR,State abbreviation - Geography
COUNTY,County name - Geography
FIPS,County FIPS code - Geography
E_TOTPOP,Total Population - Estimate
E_HU,Housing units - Estimate
E_HH,Households - Estimate
E_POV,Persons below poverty - Estimate
E_UNEMP,Civilian age 16+ unemployed - Estimate
E_PCI,Per capita income - Estimate
E_NOHSDP,Persons age 25+ with no high school diploma - Estimate
E_AGE65,Persons age 65 and older - Estimate
E_AGE17,Persons age 17 and younger - Estimate
E_DISABL,Civilian noninstitutionalized population with a disability - Estimate
E_SNGPNT,Single parent household with children under 18 - Estimate
E_AIAN,American Indian and Alaska Native - Estimate
E_ASIAN,Asian - Estimate
E_AFAM,African American or Black - Estimate
E_NHPI,Native Hawaiian/Pacific Islander - Estimate
E_HISP,Hispanic or Latino/a - Estimate
E_OTHER,Some Other Race Alone - Estimate
E_SPAN,"Spanish speakers who speak English less than ""very well"" - Estimate"
E_CHIN,"Chinese speakers who speak English less than ""very well"" - Estimate"
E_VIET,"Vietnamese speakers who speak English less than ""very well""  - Estimate"
E_KOR,"Korean speakers who speak English less than ""very well"" - Estimate"
E_RUS,"Russian speakers who speak English less than ""very well"" - Estimate"
E_MUNIT,Housing in structures with 10 or more units - Estimate
E_MOBILE,Mobile homes - Estimate
E_CROWD,"At household level (occupied housing units), more people than rooms - Estimate"
E_NOVEH,Households with no vehicle available - Estimate
E_GROUPQ,Persons in group quarters - Estimate
HOSP,Hospitals  - Count
URG,Urgent care clinics   - Count
PHARM,Pharmacies  - Count
PCP,Primary care physicians - 
E_UNINSUR,Persons without health insurance - Estimate
E_NOINT,No Internet access - Estimate
E_TOTPOP,Total Population - Margin of Error
M_HU,Housing units - Margin of Error
M_HH,Households - Margin of Error
M_POV,Persons below poverty - Margin of Error
M_UNEMP,Civilian age 16+ unemployed - Margin of Error
M_PCI,Per capita income - Margin of Error
M_NOHSDP,Persons age 25+ with no high school diploma - Margin of Error
M_AGE65,Persons age 65 and older - Margin of Error
M_AGE17,Persons age 17 and younger - Margin of Error
M_DISABL,Civilian noninstitutionalized population with a disability - Margin of Error
M_SNGPNT,Single parent household with children under 18 - Margin of Error
M_AIAN,American Indian and Alaska Native - Margin of Error
M_ASIAN,Asian - Margin of Error
M_AFAM,African American or Black - Margin of Error
M_NHPI,Native Hawaiian/Pacific Islander - Margin of Error
M_HISP,Hispanic or Latino/a - Margin of Error
M_OTHER,Some Other Race Alone - Margin of Error
M_SPAN,"Spanish speakers who speak English less than ""very well"" - Margin of Error"
M_CHIN,"Chinese speakers who speak English less than ""very well"" - Margin of Error"
M_VIET,"Vietnamese speakers who speak English less than ""very well""  - Margin of Error"
M_KOR,"Korean speakers who speak English less than ""very well"" - Margin of Error"
M_RUS,"Russian speakers who speak English less than ""very well"" - Margin of Error"
M_MUNIT,Housing in structures with 10 or more units - Margin of Error
M_MOBILE,Mobile homes - Margin of Error
M_CROWD,"At household level (occupied housing units), more people than rooms - Margin of Error"
M_NOVEH,Households with no vehicle available - Margin of Error
M_GROUPQ,Persons in group quarters - Margin of Error
M_UNINSUR,Persons without health insurance - Margin of Error
M_NOINT,No Internet access - Margin of Error
EP_POV,Persons below poverty - Percentage Estimate
EP_UNEMP,Civilian age 16+ unemployed - Percentage Estimate
EP_PCI,Per capita income - Percentage Estimate
EP_NOHSDP,Persons age 25+ with no high school diploma - Percentage Estimate
