Variable,Description
PUF_ID,Unique PUF Identification Number
SURVEYYR,Survey year
VERSION,Version number
ADM_H_MEDSTA,Medicare status code as of 12/31
ADM_H_GHPSW,Some group health participation in year
ADM_H_PDRS,RDS Indicator for the year
ADM_OP_MDCD,Medicare-Medicaid dual eligibility
ADM_DUAL_FLAG_YR,Dual eligibility flag for the year
ADM_FFS_FLAG_YR,Fee-for-Service flag for the year
ADM_MA_FLAG_YR,Medicare Advantage flag for the year
ADM_PARTD,Part D plan flag for the year
ADM_LIS_FLAG_YR,Low income subsidy indicator for the yr
ADM_PREM_AMT_YR,Premium subsidy coverage for the year
ADM_H_HHASW,1+ HHA visit current year (FFS)
ADM_H_HOSSW,1+ hospice bill current yr (FFS)
ADM_H_INPSW,1+ inpatient discharge current yr (FFS)
ADM_H_OUTSW,1+ outpatient visit current yr (FFS)
ADM_H_PBSW,1+ Part B claim current yr (FFS)
ADM_H_SNFSW,1+ SNF admission current yr (FFS)
ADM_H_ACTSTY,Number inpatient stays current yr (FFS)
ADM_H_ACTDAY,Number IP covered days current yr (FFS)
ADM_H_SNFSTY,Total SNF stays current yr (FFS)
ADM_H_SNFDAY,Total SNF covered days current yr (FFS)
ADM_H_HHVIS,Total HHA visits current yr (FFS)
ADM_H_PHYEVT,Total office visits in current yr (FFS)
INS_PRIVRX,Private plan covers Rx drugs (excl. RDS)
INS_PRIVLTC,Private plan covers nursing home
INS_PRIVGEN,Private plan covers general insurance
INS_PRIVVIS,Private plan covers vision
INS_PRIVDS,Private plan covers dental
INS_D_MADV,Enrolled in Medicare Advantage
INS_D_PRIVNUM,One or more private plans (excl. RDS)
INS_D_PRIVNUMC,Number of private plans (excl. RDS)
INS_D_PVESI,Has employer-sponsored insurance
INS_D_PVSELF,Has self-purchased private insurance
INS_D_RDS,Has Retiree Drug Subsidy (RDS)
INS_MADVRXHT,Medicare Advantage plan covers drugs
INT_LANG,Language of interview
INT_SPPROXY,Self - respondent or proxy
DEM_AGE,Age group
DEM_SEX,Gender
DEM_RACE,Race/ethnicity group
DEM_RE_AGE,Race/ethnicity age group
DEM_EDU,Highest grade completed
DEM_MARSTA,Marital status
DEM_INCOME,Income group
DEM_INCSRCE,Source of income data
DEM_ARMED,Ever served in armed forces
DEM_CBSA,Metro residence designated by CBSA
DEM_IPR_IND,Income Poverty Ratio Medicare Threshold
ACC_HCTROUBL,Has SP had troub get needed health care?
ACC_HCTRBMNY,"Troub getting care: cost, insuff. money"
ACC_HCDELAY,Last year ever delay in care due to cost
ACC_PAYPROB,Problem paying medical bills
ACC_COLAGNCY,Collection agency due to medical bills
ACC_PAYOVRTM,Medical bills being paid off over time
ACC_MCQUALTY,Satisfaction: qual of med care last year
ACC_MCAVAIL,Satisfaction: medical care night/wkend
ACC_MCEASE,Satisfaction: ease get to Dr from home
ACC_MCCOSTS,Satisfaction: OOP costs for med services
ACC_MCINFO,Satisfaction: info abt what was wrong
ACC_MCCONCRN,Satisfaction: Dr concern w/overall hlth
ACC_MCSAMLOC,Satisfaction: med care at same location
ACC_MCSPECAR,Satisfaction: avail care by specialists
ACC_MCTELANS,Satisfaction: phone answers for tx or Rx
ACC_MCDISSFY,Dissatisfied w/things about med services
ACC_MCWORRY,Worry abt hlth more than others your age
ACC_MCAVOID,Do almost anything to avoid going to Dr
ACC_MCSICK,When sick - try keeping sickness to self
ACC_MCDRSOON,Usually go to Dr as soon as feel bad
ACC_MCDRNSEE,Hlth prob thght Dr should see but didn't
ACC_MCDRATMP,Attempt to set up Dr appt abt condition
ACC_PMNOTGET,Were there prescribed meds didn't get
HLT_HYSTEREC,Hysterectomy (ever)
HLT_OCARTERY,Hardening of arteries (ever)
HLT_OCHBP,Hypertension/high BP (ever)
HLT_OCMYOCAR,MI/heart attack (ever)
HLT_OCCHD,Angina pectoris/CHD (ever)
HLT_OCCFAIL,Congestive heart failure (ever)
HLT_OCHRTCND,"Other heart cond, eg valve/rhythm (ever)"
HLT_OCSTROKE,Stroke/brain hemorrhage (ever)
HLT_OCCHOLES,High cholesterol (ever)
HLT_OCCSKIN,Skin cancer (ever)
HLT_OCCANCER,Other (non-skin) cancer (ever)
HLT_OCARTHRH,Rheumatoid arthritis (ever)
HLT_OCOSARTH,Osteoarthritis (ever)
HLT_OCARTHOT,"Arthritis, other (ever)"
HLT_ALZDEM,Ever told Alzheimer's or dx of dementia
HLT_OCDEPRSS,Depression (ever)
HLT_OCPSYCHO,Ever told had mental disorder
HLT_OCOSTEOP,Osteoporosis/soft bones (ever)
HLT_OCBRKHIP,Broken hip (ever)
HLT_OCEMPHYS,Emphysema/asthma/COPD (ever)
HLT_OCPPARAL,Complete/partial paralysis (ever)
HLT_HAVEPROS,Enlarged prostate/BPH (ever)
HLT_OCBETES,Diabetes/high blood sugar (ever)
HLT_OCDTYPE,Type of diabetes diagnosed
HLT_OCDVISIT,Told on 2+ visits had diabetes
HLT_LOSTURIN,How often lost urine control (past year)
HLT_TALKURIN,Talked to Dr about urine control
HLT_REASURIN,Medical exam for urine control problem
HLT_SURGURIN,Dr talked urine control meds/surgery
HLT_HYPETOLD,Told on 2+ visits had high BP
HLT_HYPEYRS,Years since 1st told of hgh bld pressure
HLT_HYPEHOME,Measures BP at home
